gene_symbol,gene_name,entrez_id,chromosome
A_23_P383764,AGILENT probe A_23_P383764 (non-RefSeq),,
A_32_P210038,AGILENT probe A_32_P210038 (non-RefSeq),,
AC100775.1,biorientation of chromosomes in cell division 1-like 2,284257.0,18
A_24_P929268,AGILENT probe A_24_P929268 (non-RefSeq),,
A_23_P125176,AGILENT probe A_23_P125176 (non-RefSeq),,
A_32_P82119,AGILENT probe A_32_P82119 (non-RefSeq),,
A_24_P919403,AGILENT probe A_24_P919403 (non-RefSeq),,
A_24_P217063,AGILENT probe A_24_P217063 (non-RefSeq),,
A_32_P933041,AGILENT probe A_32_P933041 (non-RefSeq),,
A_24_P753302,AGILENT probe A_24_P753302 (non-RefSeq),,
A_24_P478745,AGILENT probe A_24_P478745 (non-RefSeq),,
A_23_P377909,AGILENT probe A_23_P377909 (non-RefSeq),,
A_32_P186018,AGILENT probe A_32_P186018 (non-RefSeq),,
A_24_P459739,AGILENT probe A_24_P459739 (non-RefSeq),,
A_24_P639701,AGILENT probe A_24_P639701 (non-RefSeq),,
A_23_P428080,AGILENT probe A_23_P428080 (non-RefSeq),,
A_23_P424269,AGILENT probe A_23_P424269 (non-RefSeq),,
A_32_P27097,AGILENT probe A_32_P27097 (non-RefSeq),,
A_23_P43597,AGILENT probe A_23_P43597 (non-RefSeq),,
A_23_P74471,AGILENT probe A_23_P74471 (non-RefSeq),,
A_32_P178099,AGILENT probe A_32_P178099 (non-RefSeq),,
CUST_2496_PI416261804,AGILENT probe CUST_2496_PI416261804 (non-RefSeq),,
A_32_P58401,AGILENT probe A_32_P58401 (non-RefSeq),,
A_24_P264597,AGILENT probe A_24_P264597 (non-RefSeq),,
A_32_P224449,AGILENT probe A_32_P224449 (non-RefSeq),,
A_24_P910050,AGILENT probe A_24_P910050 (non-RefSeq),,
A_23_P258666,AGILENT probe A_23_P258666 (non-RefSeq),,
A_32_P11262,AGILENT probe A_32_P11262 (non-RefSeq),,
LOC284260,uncharacterized LOC284260,284260.0,18
A_24_P75708,AGILENT probe A_24_P75708 (non-RefSeq),,
A_24_P636390,AGILENT probe A_24_P636390 (non-RefSeq),,
A_24_P459937,AGILENT probe A_24_P459937 (non-RefSeq),,
A_24_P945036,AGILENT probe A_24_P945036 (non-RefSeq),,
A_24_P239902,AGILENT probe A_24_P239902 (non-RefSeq),,
A_32_P70245,AGILENT probe A_32_P70245 (non-RefSeq),,
A_24_P331711,AGILENT probe A_24_P331711 (non-RefSeq),,
A_32_P230326,AGILENT probe A_32_P230326 (non-RefSeq),,
A_23_P93109,AGILENT probe A_23_P93109 (non-RefSeq),,
A_24_P13663,AGILENT probe A_24_P13663 (non-RefSeq),,
A_24_P532864,AGILENT probe A_24_P532864 (non-RefSeq),,
A_24_P37939,AGILENT probe A_24_P37939 (non-RefSeq),,
A_24_P273694,AGILENT probe A_24_P273694 (non-RefSeq),,
A_24_P911040,AGILENT probe A_24_P911040 (non-RefSeq),,
A_24_P943026,AGILENT probe A_24_P943026 (non-RefSeq),,
A_24_P937468,AGILENT probe A_24_P937468 (non-RefSeq),,
A_24_P520935,AGILENT probe A_24_P520935 (non-RefSeq),,
A_24_P812155,AGILENT probe A_24_P812155 (non-RefSeq),,
A_24_P829111,AGILENT probe A_24_P829111 (non-RefSeq),,
A_24_P778607,AGILENT probe A_24_P778607 (non-RefSeq),,
A_24_P565496,AGILENT probe A_24_P565496 (non-RefSeq),,
A_32_P167111,AGILENT probe A_32_P167111 (non-RefSeq),,
A_32_P5568,AGILENT probe A_32_P5568 (non-RefSeq),,
A_32_P130536,AGILENT probe A_32_P130536 (non-RefSeq),,
A_24_P925109,AGILENT probe A_24_P925109 (non-RefSeq),,
A_23_P390876,AGILENT probe A_23_P390876 (non-RefSeq),,
A_32_P150541,AGILENT probe A_32_P150541 (non-RefSeq),,
A_32_P77665,AGILENT probe A_32_P77665 (non-RefSeq),,
A_24_P794529,AGILENT probe A_24_P794529 (non-RefSeq),,
A_24_P916515,AGILENT probe A_24_P916515 (non-RefSeq),,
A_32_P436743,AGILENT probe A_32_P436743 (non-RefSeq),,
A_32_P139898,AGILENT probe A_32_P139898 (non-RefSeq),,
A_23_P59967,AGILENT probe A_23_P59967 (non-RefSeq),,
A_32_P232747,AGILENT probe A_32_P232747 (non-RefSeq),,
A_24_P340112,AGILENT probe A_24_P340112 (non-RefSeq),,
A_24_P152983,AGILENT probe A_24_P152983 (non-RefSeq),,
A_24_P639671,AGILENT probe A_24_P639671 (non-RefSeq),,
A_24_P400645,AGILENT probe A_24_P400645 (non-RefSeq),,
A_32_P139113,AGILENT probe A_32_P139113 (non-RefSeq),,
A_24_P650611,AGILENT probe A_24_P650611 (non-RefSeq),,
A_32_P225021,AGILENT probe A_32_P225021 (non-RefSeq),,
A_32_P139260,AGILENT probe A_32_P139260 (non-RefSeq),,
A_32_P73580,AGILENT probe A_32_P73580 (non-RefSeq),,
A_32_P94468,AGILENT probe A_32_P94468 (non-RefSeq),,
A_24_P687085,AGILENT probe A_24_P687085 (non-RefSeq),,
A_32_P106315,AGILENT probe A_32_P106315 (non-RefSeq),,
A_23_P108922,AGILENT probe A_23_P108922 (non-RefSeq),,
A_24_P927272,AGILENT probe A_24_P927272 (non-RefSeq),,
A_24_P230313,AGILENT probe A_24_P230313 (non-RefSeq),,
A_32_P121326,AGILENT probe A_32_P121326 (non-RefSeq),,
A_24_P166045,AGILENT probe A_24_P166045 (non-RefSeq),,
A_24_P356,AGILENT probe A_24_P356 (non-RefSeq),,
A_32_P192033,AGILENT probe A_32_P192033 (non-RefSeq),,
A_24_P576445,AGILENT probe A_24_P576445 (non-RefSeq),,
A_32_P232682,AGILENT probe A_32_P232682 (non-RefSeq),,
A_24_P530977,AGILENT probe A_24_P530977 (non-RefSeq),,
A_24_P247774,AGILENT probe A_24_P247774 (non-RefSeq),,
A_24_P944833,AGILENT probe A_24_P944833 (non-RefSeq),,
A_23_P71188,AGILENT probe A_23_P71188 (non-RefSeq),,
A_24_P510047,AGILENT probe A_24_P510047 (non-RefSeq),,
A_32_P183442,AGILENT probe A_32_P183442 (non-RefSeq),,
A_32_P127542,AGILENT probe A_32_P127542 (non-RefSeq),,
A_23_P353436,AGILENT probe A_23_P353436 (non-RefSeq),,
A_24_P409824,AGILENT probe A_24_P409824 (non-RefSeq),,
A_24_P920483,AGILENT probe A_24_P920483 (non-RefSeq),,
A_32_P10067,AGILENT probe A_32_P10067 (non-RefSeq),,
A_32_P59990,AGILENT probe A_32_P59990 (non-RefSeq),,
A_32_P963,AGILENT probe A_32_P963 (non-RefSeq),,
A_24_P647163,AGILENT probe A_24_P647163 (non-RefSeq),,
A_24_P890536,AGILENT probe A_24_P890536 (non-RefSeq),,
A_32_P190461,AGILENT probe A_32_P190461 (non-RefSeq),,
A_24_P544355,AGILENT probe A_24_P544355 (non-RefSeq),,
A_24_P548811,AGILENT probe A_24_P548811 (non-RefSeq),,
A_32_P186348,AGILENT probe A_32_P186348 (non-RefSeq),,
A_23_P420732,AGILENT probe A_23_P420732 (non-RefSeq),,
A_32_P210691,AGILENT probe A_32_P210691 (non-RefSeq),,
A_24_P916317,AGILENT probe A_24_P916317 (non-RefSeq),,
A_24_P723735,AGILENT probe A_24_P723735 (non-RefSeq),,
A_32_P197976,AGILENT probe A_32_P197976 (non-RefSeq),,
CUST_2891_PI416261804,AGILENT probe CUST_2891_PI416261804 (non-RefSeq),,
A_24_P464701,AGILENT probe A_24_P464701 (non-RefSeq),,
A_24_P791968,AGILENT probe A_24_P791968 (non-RefSeq),,
A_32_P75661,AGILENT probe A_32_P75661 (non-RefSeq),,
A_23_P420942,AGILENT probe A_23_P420942 (non-RefSeq),,
A_24_P350732,AGILENT probe A_24_P350732 (non-RefSeq),,
A_24_P924494,AGILENT probe A_24_P924494 (non-RefSeq),,
A_24_P218259,AGILENT probe A_24_P218259 (non-RefSeq),,
A_32_P224188,AGILENT probe A_32_P224188 (non-RefSeq),,
A_24_P928689,AGILENT probe A_24_P928689 (non-RefSeq),,
A_23_P210297,AGILENT probe A_23_P210297 (non-RefSeq),,
A_32_P173955,AGILENT probe A_32_P173955 (non-RefSeq),,
A_32_P127209,AGILENT probe A_32_P127209 (non-RefSeq),,
A_32_P109949,AGILENT probe A_32_P109949 (non-RefSeq),,
A_32_P110820,AGILENT probe A_32_P110820 (non-RefSeq),,
A_32_P203836,AGILENT probe A_32_P203836 (non-RefSeq),,
A_23_P124078,AGILENT probe A_23_P124078 (non-RefSeq),,
A_32_P4882,AGILENT probe A_32_P4882 (non-RefSeq),,
A_24_P894345,AGILENT probe A_24_P894345 (non-RefSeq),,
A_32_P66908,AGILENT probe A_32_P66908 (non-RefSeq),,
A_23_P257562,AGILENT probe A_23_P257562 (non-RefSeq),,
A_24_P917001,AGILENT probe A_24_P917001 (non-RefSeq),,
A_24_P205195,AGILENT probe A_24_P205195 (non-RefSeq),,
A_32_P90450,AGILENT probe A_32_P90450 (non-RefSeq),,
A_23_P213126,AGILENT probe A_23_P213126 (non-RefSeq),,
A_32_P140179,AGILENT probe A_32_P140179 (non-RefSeq),,
A_24_P912342,AGILENT probe A_24_P912342 (non-RefSeq),,
A_23_P307624,AGILENT probe A_23_P307624 (non-RefSeq),,
A_32_P3572,AGILENT probe A_32_P3572 (non-RefSeq),,
A_32_P74075,AGILENT probe A_32_P74075 (non-RefSeq),,
A_24_P724321,AGILENT probe A_24_P724321 (non-RefSeq),,
A_24_P238570,AGILENT probe A_24_P238570 (non-RefSeq),,
A_32_P198791,AGILENT probe A_32_P198791 (non-RefSeq),,
A_32_P220897,AGILENT probe A_32_P220897 (non-RefSeq),,
A_24_P607904,AGILENT probe A_24_P607904 (non-RefSeq),,
A_24_P460309,AGILENT probe A_24_P460309 (non-RefSeq),,
A_23_P209882,AGILENT probe A_23_P209882 (non-RefSeq),,
LOC644450,uncharacterized LOC644450,644450.0,1
A_32_P88317,AGILENT probe A_32_P88317 (non-RefSeq),,
A_24_P398790,AGILENT probe A_24_P398790 (non-RefSeq),,
A_32_P118655,AGILENT probe A_32_P118655 (non-RefSeq),,
CUST_3110_PI416261804,AGILENT probe CUST_3110_PI416261804 (non-RefSeq),,
A_32_P22139,AGILENT probe A_32_P22139 (non-RefSeq),,
A_24_P916331,AGILENT probe A_24_P916331 (non-RefSeq),,
A_24_P925310,AGILENT probe A_24_P925310 (non-RefSeq),,
A_24_P213187,AGILENT probe A_24_P213187 (non-RefSeq),,
A_32_P198029,AGILENT probe A_32_P198029 (non-RefSeq),,
A_24_P477516,AGILENT probe A_24_P477516 (non-RefSeq),,
A_24_P718223,AGILENT probe A_24_P718223 (non-RefSeq),,
A_32_P223441,AGILENT probe A_32_P223441 (non-RefSeq),,
A_32_P89997,AGILENT probe A_32_P89997 (non-RefSeq),,
A_24_P931306,AGILENT probe A_24_P931306 (non-RefSeq),,
A_24_P510377,AGILENT probe A_24_P510377 (non-RefSeq),,
A_32_P115349,AGILENT probe A_32_P115349 (non-RefSeq),,
A_24_P307714,AGILENT probe A_24_P307714 (non-RefSeq),,
A_32_P154545,AGILENT probe A_32_P154545 (non-RefSeq),,
A_32_P224697,AGILENT probe A_32_P224697 (non-RefSeq),,
A_32_P123990,AGILENT probe A_32_P123990 (non-RefSeq),,
A_24_P937281,AGILENT probe A_24_P937281 (non-RefSeq),,
A_24_P806646,AGILENT probe A_24_P806646 (non-RefSeq),,
A_24_P481534,AGILENT probe A_24_P481534 (non-RefSeq),,
A_24_P654951,AGILENT probe A_24_P654951 (non-RefSeq),,
A_23_P201109,AGILENT probe A_23_P201109 (non-RefSeq),,
A_24_P50950,AGILENT probe A_24_P50950 (non-RefSeq),,
A_24_P392436,AGILENT probe A_24_P392436 (non-RefSeq),,
A_32_P8724,AGILENT probe A_32_P8724 (non-RefSeq),,
A_24_P810104,AGILENT probe A_24_P810104 (non-RefSeq),,
A_24_P747419,AGILENT probe A_24_P747419 (non-RefSeq),,
A_24_P350027,AGILENT probe A_24_P350027 (non-RefSeq),,
A_24_P895836,AGILENT probe A_24_P895836 (non-RefSeq),,
A_24_P588633,AGILENT probe A_24_P588633 (non-RefSeq),,
A_32_P191285,AGILENT probe A_32_P191285 (non-RefSeq),,
A_24_P400815,AGILENT probe A_24_P400815 (non-RefSeq),,
A_24_P307046,AGILENT probe A_24_P307046 (non-RefSeq),,
A_24_P887695,AGILENT probe A_24_P887695 (non-RefSeq),,
A_32_P39526,AGILENT probe A_32_P39526 (non-RefSeq),,
A_24_P114671,AGILENT probe A_24_P114671 (non-RefSeq),,
A_32_P15211,AGILENT probe A_32_P15211 (non-RefSeq),,
A_24_P912617,AGILENT probe A_24_P912617 (non-RefSeq),,
A_32_P463620,AGILENT probe A_32_P463620 (non-RefSeq),,
A_32_P66306,AGILENT probe A_32_P66306 (non-RefSeq),,
A_32_P158019,AGILENT probe A_32_P158019 (non-RefSeq),,
A_24_P413791,AGILENT probe A_24_P413791 (non-RefSeq),,
A_24_P648837,AGILENT probe A_24_P648837 (non-RefSeq),,
A_24_P922808,AGILENT probe A_24_P922808 (non-RefSeq),,
A_32_P212958,AGILENT probe A_32_P212958 (non-RefSeq),,
A_24_P932468,AGILENT probe A_24_P932468 (non-RefSeq),,
A_32_P22989,AGILENT probe A_32_P22989 (non-RefSeq),,
A_32_P195055,AGILENT probe A_32_P195055 (non-RefSeq),,
CUST_2637_PI416261804,AGILENT probe CUST_2637_PI416261804 (non-RefSeq),,
A_32_P127105,AGILENT probe A_32_P127105 (non-RefSeq),,
A_32_P149246,AGILENT probe A_32_P149246 (non-RefSeq),,
A_24_P470794,AGILENT probe A_24_P470794 (non-RefSeq),,
A_32_P113146,AGILENT probe A_32_P113146 (non-RefSeq),,
A_24_P41408,AGILENT probe A_24_P41408 (non-RefSeq),,
A_24_P162532,AGILENT probe A_24_P162532 (non-RefSeq),,
A_24_P33213,AGILENT probe A_24_P33213 (non-RefSeq),,
A_24_P938281,AGILENT probe A_24_P938281 (non-RefSeq),,
A_32_P43959,AGILENT probe A_32_P43959 (non-RefSeq),,
A_32_P173922,AGILENT probe A_32_P173922 (non-RefSeq),,
CUST_2498_PI416261804,AGILENT probe CUST_2498_PI416261804 (non-RefSeq),,
A_24_P894776,AGILENT probe A_24_P894776 (non-RefSeq),,
A_24_P173566,AGILENT probe A_24_P173566 (non-RefSeq),,
A_23_P30240,AGILENT probe A_23_P30240 (non-RefSeq),,
A_24_P919265,AGILENT probe A_24_P919265 (non-RefSeq),,
A_32_P47474,AGILENT probe A_32_P47474 (non-RefSeq),,
CUST_4122_PI416261804,AGILENT probe CUST_4122_PI416261804 (non-RefSeq),,
A_24_P676878,AGILENT probe A_24_P676878 (non-RefSeq),,
A_24_P238836,AGILENT probe A_24_P238836 (non-RefSeq),,
A_24_P545091,AGILENT probe A_24_P545091 (non-RefSeq),,
A_32_P77343,AGILENT probe A_32_P77343 (non-RefSeq),,
A_24_P222441,AGILENT probe A_24_P222441 (non-RefSeq),,
A_32_P926007,AGILENT probe A_32_P926007 (non-RefSeq),,
CUST_2900_PI416261804,AGILENT probe CUST_2900_PI416261804 (non-RefSeq),,
A_24_P700210,AGILENT probe A_24_P700210 (non-RefSeq),,
A_24_P924589,AGILENT probe A_24_P924589 (non-RefSeq),,
A_24_P471012,AGILENT probe A_24_P471012 (non-RefSeq),,
A_24_P784846,AGILENT probe A_24_P784846 (non-RefSeq),,
A_24_P34231,AGILENT probe A_24_P34231 (non-RefSeq),,
A_32_P222872,AGILENT probe A_32_P222872 (non-RefSeq),,
A_32_P47285,AGILENT probe A_32_P47285 (non-RefSeq),,
A_24_P914326,AGILENT probe A_24_P914326 (non-RefSeq),,
A_24_P933859,AGILENT probe A_24_P933859 (non-RefSeq),,
A_24_P924183,AGILENT probe A_24_P924183 (non-RefSeq),,
A_32_P117884,AGILENT probe A_32_P117884 (non-RefSeq),,
A_32_P131583,AGILENT probe A_32_P131583 (non-RefSeq),,
A_24_P212875,AGILENT probe A_24_P212875 (non-RefSeq),,
A_32_P153244,AGILENT probe A_32_P153244 (non-RefSeq),,
A_24_P937546,AGILENT probe A_24_P937546 (non-RefSeq),,
A_24_P110273,AGILENT probe A_24_P110273 (non-RefSeq),,
A_24_P37020,AGILENT probe A_24_P37020 (non-RefSeq),,
A_32_P89169,AGILENT probe A_32_P89169 (non-RefSeq),,
A_24_P42308,AGILENT probe A_24_P42308 (non-RefSeq),,
A_32_P31963,AGILENT probe A_32_P31963 (non-RefSeq),,
A_23_P213527,AGILENT probe A_23_P213527 (non-RefSeq),,
A_24_P460763,AGILENT probe A_24_P460763 (non-RefSeq),,
A_24_P50281,AGILENT probe A_24_P50281 (non-RefSeq),,
A_23_P134887,AGILENT probe A_23_P134887 (non-RefSeq),,
A_32_P34868,AGILENT probe A_32_P34868 (non-RefSeq),,
A_24_P128255,AGILENT probe A_24_P128255 (non-RefSeq),,
A_24_P117837,AGILENT probe A_24_P117837 (non-RefSeq),,
A_32_P128409,AGILENT probe A_32_P128409 (non-RefSeq),,
A_32_P181593,AGILENT probe A_32_P181593 (non-RefSeq),,
A_24_P99984,AGILENT probe A_24_P99984 (non-RefSeq),,
A_24_P657117,AGILENT probe A_24_P657117 (non-RefSeq),,
A_24_P937536,AGILENT probe A_24_P937536 (non-RefSeq),,
A_32_P61179,AGILENT probe A_32_P61179 (non-RefSeq),,
A_32_P105110,AGILENT probe A_32_P105110 (non-RefSeq),,
A_24_P180830,AGILENT probe A_24_P180830 (non-RefSeq),,
A_23_P29784,AGILENT probe A_23_P29784 (non-RefSeq),,
A_24_P135753,AGILENT probe A_24_P135753 (non-RefSeq),,
A_24_P937656,AGILENT probe A_24_P937656 (non-RefSeq),,
A_23_P211762,AGILENT probe A_23_P211762 (non-RefSeq),,
A_32_P73304,AGILENT probe A_32_P73304 (non-RefSeq),,
A_24_P24387,AGILENT probe A_24_P24387 (non-RefSeq),,
A_32_P124773,AGILENT probe A_32_P124773 (non-RefSeq),,
A_23_P109720,AGILENT probe A_23_P109720 (non-RefSeq),,
A_32_P535371,AGILENT probe A_32_P535371 (non-RefSeq),,
A_24_P938433,AGILENT probe A_24_P938433 (non-RefSeq),,
A_24_P162244,AGILENT probe A_24_P162244 (non-RefSeq),,
A_32_P212920,AGILENT probe A_32_P212920 (non-RefSeq),,
A_24_P544543,AGILENT probe A_24_P544543 (non-RefSeq),,
A_32_P25823,AGILENT probe A_32_P25823 (non-RefSeq),,
A_24_P927798,AGILENT probe A_24_P927798 (non-RefSeq),,
A_24_P469255,AGILENT probe A_24_P469255 (non-RefSeq),,
A_32_P59355,AGILENT probe A_32_P59355 (non-RefSeq),,
A_32_P172453,AGILENT probe A_32_P172453 (non-RefSeq),,
A_24_P750164,AGILENT probe A_24_P750164 (non-RefSeq),,
A_24_P923695,AGILENT probe A_24_P923695 (non-RefSeq),,
CUST_444_PI416408490,AGILENT probe CUST_444_PI416408490 (non-RefSeq),,
A_32_P201923,AGILENT probe A_32_P201923 (non-RefSeq),,
A_24_P926666,AGILENT probe A_24_P926666 (non-RefSeq),,
A_24_P238286,AGILENT probe A_24_P238286 (non-RefSeq),,
A_24_P264956,AGILENT probe A_24_P264956 (non-RefSeq),,
A_32_P137336,AGILENT probe A_32_P137336 (non-RefSeq),,
A_24_P691604,AGILENT probe A_24_P691604 (non-RefSeq),,
A_32_P63113,AGILENT probe A_32_P63113 (non-RefSeq),,
A_32_P145740,AGILENT probe A_32_P145740 (non-RefSeq),,
A_24_P401090,AGILENT probe A_24_P401090 (non-RefSeq),,
A_24_P699737,AGILENT probe A_24_P699737 (non-RefSeq),,
A_32_P54128,AGILENT probe A_32_P54128 (non-RefSeq),,
A_32_P114866,AGILENT probe A_32_P114866 (non-RefSeq),,
A_32_P193194,AGILENT probe A_32_P193194 (non-RefSeq),,
A_24_P921050,AGILENT probe A_24_P921050 (non-RefSeq),,
A_32_P843613,AGILENT probe A_32_P843613 (non-RefSeq),,
A_32_P18630,AGILENT probe A_32_P18630 (non-RefSeq),,
A_32_P209365,AGILENT probe A_32_P209365 (non-RefSeq),,
A_32_P66523,AGILENT probe A_32_P66523 (non-RefSeq),,
A_24_P936252,AGILENT probe A_24_P936252 (non-RefSeq),,
A_24_P926150,AGILENT probe A_24_P926150 (non-RefSeq),,
A_32_P132936,AGILENT probe A_32_P132936 (non-RefSeq),,
A_24_P943258,AGILENT probe A_24_P943258 (non-RefSeq),,
A_32_P98574,AGILENT probe A_32_P98574 (non-RefSeq),,
LINC00308,long intergenic non-protein coding RNA 308,54143.0,21
A_32_P93493,AGILENT probe A_32_P93493 (non-RefSeq),,
A_32_P380365,AGILENT probe A_32_P380365 (non-RefSeq),,
A_24_P740962,AGILENT probe A_24_P740962 (non-RefSeq),,
A_24_P923567,AGILENT probe A_24_P923567 (non-RefSeq),,
CUST_4051_PI416261804,AGILENT probe CUST_4051_PI416261804 (non-RefSeq),,
A_32_P79492,AGILENT probe A_32_P79492 (non-RefSeq),,
A_24_P15821,AGILENT probe A_24_P15821 (non-RefSeq),,
A_24_P931955,AGILENT probe A_24_P931955 (non-RefSeq),,
A_24_P556049,AGILENT probe A_24_P556049 (non-RefSeq),,
A_32_P210902,AGILENT probe A_32_P210902 (non-RefSeq),,
A_24_P759496,AGILENT probe A_24_P759496 (non-RefSeq),,
A_24_P809786,AGILENT probe A_24_P809786 (non-RefSeq),,
A_24_P806389,AGILENT probe A_24_P806389 (non-RefSeq),,
A_24_P465306,AGILENT probe A_24_P465306 (non-RefSeq),,
A_24_P728115,AGILENT probe A_24_P728115 (non-RefSeq),,
A_32_P229329,AGILENT probe A_32_P229329 (non-RefSeq),,
A_32_P185701,AGILENT probe A_32_P185701 (non-RefSeq),,
A_32_P29200,AGILENT probe A_32_P29200 (non-RefSeq),,
A_24_P238769,AGILENT probe A_24_P238769 (non-RefSeq),,
A_24_P777388,AGILENT probe A_24_P777388 (non-RefSeq),,
A_24_P230734,AGILENT probe A_24_P230734 (non-RefSeq),,
A_32_P720619,AGILENT probe A_32_P720619 (non-RefSeq),,
A_24_P914466,AGILENT probe A_24_P914466 (non-RefSeq),,
A_24_P85382,AGILENT probe A_24_P85382 (non-RefSeq),,
A_24_P367804,AGILENT probe A_24_P367804 (non-RefSeq),,
A_32_P205478,AGILENT probe A_32_P205478 (non-RefSeq),,
A_32_P392636,AGILENT probe A_32_P392636 (non-RefSeq),,
A_32_P20686,AGILENT probe A_32_P20686 (non-RefSeq),,
A_24_P299423,AGILENT probe A_24_P299423 (non-RefSeq),,
A_24_P8333,AGILENT probe A_24_P8333 (non-RefSeq),,
A_24_P665455,AGILENT probe A_24_P665455 (non-RefSeq),,
A_32_P1405,AGILENT probe A_32_P1405 (non-RefSeq),,
A_24_P367840,AGILENT probe A_24_P367840 (non-RefSeq),,
A_24_P268856,AGILENT probe A_24_P268856 (non-RefSeq),,
A_24_P940354,AGILENT probe A_24_P940354 (non-RefSeq),,
CUST_3576_PI416261804,AGILENT probe CUST_3576_PI416261804 (non-RefSeq),,
A_32_P89441,AGILENT probe A_32_P89441 (non-RefSeq),,
A_24_P315674,AGILENT probe A_24_P315674 (non-RefSeq),,
A_24_P523325,AGILENT probe A_24_P523325 (non-RefSeq),,
A_23_P124534,AGILENT probe A_23_P124534 (non-RefSeq),,
A_24_P213396,AGILENT probe A_24_P213396 (non-RefSeq),,
A_32_P125917,AGILENT probe A_32_P125917 (non-RefSeq),,
A_32_P63266,AGILENT probe A_32_P63266 (non-RefSeq),,
A_32_P55344,AGILENT probe A_32_P55344 (non-RefSeq),,
A_32_P216030,AGILENT probe A_32_P216030 (non-RefSeq),,
A_24_P478617,AGILENT probe A_24_P478617 (non-RefSeq),,
A_24_P105913,AGILENT probe A_24_P105913 (non-RefSeq),,
A_23_P430051,AGILENT probe A_23_P430051 (non-RefSeq),,
A_24_P66908,AGILENT probe A_24_P66908 (non-RefSeq),,
A_24_P93728,AGILENT probe A_24_P93728 (non-RefSeq),,
A_24_P522399,AGILENT probe A_24_P522399 (non-RefSeq),,
A_24_P927500,AGILENT probe A_24_P927500 (non-RefSeq),,
A_24_P256050,AGILENT probe A_24_P256050 (non-RefSeq),,
A_24_P633543,AGILENT probe A_24_P633543 (non-RefSeq),,
A_24_P922653,AGILENT probe A_24_P922653 (non-RefSeq),,
A_32_P149461,AGILENT probe A_32_P149461 (non-RefSeq),,
A_32_P5057,AGILENT probe A_32_P5057 (non-RefSeq),,
A_32_P116303,AGILENT probe A_32_P116303 (non-RefSeq),,
A_24_P152566,AGILENT probe A_24_P152566 (non-RefSeq),,
A_24_P920861,AGILENT probe A_24_P920861 (non-RefSeq),,
A_24_P337143,AGILENT probe A_24_P337143 (non-RefSeq),,
CUST_4_PI417507815,AGILENT probe CUST_4_PI417507815 (non-RefSeq),,
A_24_P102151,AGILENT probe A_24_P102151 (non-RefSeq),,
A_32_P1055,AGILENT probe A_32_P1055 (non-RefSeq),,
A_32_P146844,AGILENT probe A_32_P146844 (non-RefSeq),,
A_32_P150642,AGILENT probe A_32_P150642 (non-RefSeq),,
A_24_P918106,AGILENT probe A_24_P918106 (non-RefSeq),,
A_24_P580429,AGILENT probe A_24_P580429 (non-RefSeq),,
A_24_P312164,AGILENT probe A_24_P312164 (non-RefSeq),,
A_24_P307712,AGILENT probe A_24_P307712 (non-RefSeq),,
CUST_194_PI417507815,AGILENT probe CUST_194_PI417507815 (non-RefSeq),,
A_24_P384200,AGILENT probe A_24_P384200 (non-RefSeq),,
A_32_P199244,AGILENT probe A_32_P199244 (non-RefSeq),,
A_24_P934497,AGILENT probe A_24_P934497 (non-RefSeq),,
A_24_P230819,AGILENT probe A_24_P230819 (non-RefSeq),,
A_32_P49854,AGILENT probe A_32_P49854 (non-RefSeq),,
A_24_P15550,AGILENT probe A_24_P15550 (non-RefSeq),,
A_32_P218671,AGILENT probe A_32_P218671 (non-RefSeq),,
A_32_P83411,AGILENT probe A_32_P83411 (non-RefSeq),,
A_23_P211899,AGILENT probe A_23_P211899 (non-RefSeq),,
A_24_P935045,AGILENT probe A_24_P935045 (non-RefSeq),,
A_32_P201620,AGILENT probe A_32_P201620 (non-RefSeq),,
A_23_P112100,AGILENT probe A_23_P112100 (non-RefSeq),,
A_32_P3408,AGILENT probe A_32_P3408 (non-RefSeq),,
A_24_P783433,AGILENT probe A_24_P783433 (non-RefSeq),,
A_32_P18034,AGILENT probe A_32_P18034 (non-RefSeq),,
A_32_P173439,AGILENT probe A_32_P173439 (non-RefSeq),,
A_24_P776523,AGILENT probe A_24_P776523 (non-RefSeq),,
A_24_P97785,AGILENT probe A_24_P97785 (non-RefSeq),,
A_24_P191884,AGILENT probe A_24_P191884 (non-RefSeq),,
A_24_P544230,AGILENT probe A_24_P544230 (non-RefSeq),,
CUST_2988_PI416261804,AGILENT probe CUST_2988_PI416261804 (non-RefSeq),,
A_24_P913405,AGILENT probe A_24_P913405 (non-RefSeq),,
A_24_P488342,AGILENT probe A_24_P488342 (non-RefSeq),,
A_32_P125177,AGILENT probe A_32_P125177 (non-RefSeq),,
A_24_P392540,AGILENT probe A_24_P392540 (non-RefSeq),,
A_24_P915443,AGILENT probe A_24_P915443 (non-RefSeq),,
CUST_3393_PI416261804,AGILENT probe CUST_3393_PI416261804 (non-RefSeq),,
A_24_P931579,AGILENT probe A_24_P931579 (non-RefSeq),,
A_32_P11733,AGILENT probe A_32_P11733 (non-RefSeq),,
A_24_P718031,AGILENT probe A_24_P718031 (non-RefSeq),,
A_24_P459880,AGILENT probe A_24_P459880 (non-RefSeq),,
A_24_P93341,AGILENT probe A_24_P93341 (non-RefSeq),,
A_24_P941870,AGILENT probe A_24_P941870 (non-RefSeq),,
A_32_P35595,AGILENT probe A_32_P35595 (non-RefSeq),,
